%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
0.0, 62254.50334006588, 64461.35812537171, -30764.51638513999, -2683.036349181694, 16842.888813363174, 6527.9610786391595, 25274.615022494203, 5809.1960321898505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7068831174715395E9, 0.0, 2024-02-02 15:11:57.471
34.0, 62245.71910449494, 64462.766285272395, -30763.152928728217, -2683.3939770929787, 16846.95683085404, 6530.844453673894, 25297.659671027624, 5820.215442206317, 38988.19255688102, 47179.369292184034, 37320.685365281744, 48069.08048022753, 23453.12666334232, 26628.057852751954, -8181.006691575849, -1488.7379394457269, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7068831174715679E9, 0.0, 2024-02-02 15:11:57.471
0.0, 31338.218610074357, 32514.277996334793, -15779.415163924119, -1681.1641074614654, 8393.705891812551, 3223.7026958111164, 12573.459753210516, 2951.4137448565657, 19464.726086226237, 23581.85035966043, 18652.21782353137, 24025.398376631543, 11725.903955209727, 13306.529916111222, -4090.995084165941, -748.3811078525911, -0.04, 0.49, 0.136, 192.0, 126.5, 64.0, 15.0, 80.0, 4.0, 64.0, 0.0, 0.0, 0.0, 1.7068831175766015E9, 0.0, 2024-02-02 15:11:57.576
2.0, 62662.601490330875, 64996.749460309686, -31565.44644420701, -3365.9939010136013, 16776.70529803101, 6437.078885683881, 25131.049767857763, 5892.88096343052, 40018.004479170384, 46881.6664077838, 37362.14785124634, 48297.96234344987, 23440.185003302697, 26623.721614327624, -8291.759585351896, -1661.561627574161, -0.04, 0.49, 0.136, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.706883117583672E9, 0.0, 2024-02-02 15:11:57.583
4.0, 62656.61122281686, 64972.3860588534, -31556.01400804687, -3362.0823457339225, 16778.26992014288, 6445.594900321353, 25133.754328936855, 5897.3066088326705, 39877.4120065465, 46862.9132941858, 37356.02347326559, 48295.43659632643, 23430.260828764538, 26616.83727703539, -8300.588524411742, -1666.6131218210605, -0.04, 0.49, 0.136, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7068831175918016E9, 0.0, 2024-02-02 15:11:57.591
6.0, 62628.87270794782, 64944.178157350805, -31553.91294406807, -3372.0959272499, 16778.046402698328, 6439.291708384956, 25128.36755852313, 5892.098652374584, 39801.7960550542, 46848.25054982311, 37353.900057542334, 48289.535735790225, 23434.708825911144, 26621.352329415364, -8299.02390229987, -1664.8473340090914, -0.04, 0.49, 0.136, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7068831176006453E9, 0.0, 2024-02-02 15:11:57.600
8.0, 62647.44700759018, 64951.06249464304, -31560.43965344902, -3383.6964826222043, 16769.865664227684, 6430.6415832807525, 25109.033299569288, 5874.507829488258, 39793.99529623929, 46849.99398589063, 37344.177048704274, 48288.50755554528, 23431.35606424285, 26611.338747899386, -8306.623495414675, -1672.5810375906276, -0.076, 0.98, 0.274, 192.0, 126.5, 80.0, 15.0, 80.0, 4.0, 72.0, 0.0, 0.0, 0.0, 1.7068831176077027E9, 0.0, 2024-02-02 15:11:57.607
10.0, 62654.10782743786, 64966.50755006165, -31556.885726080625, -3376.7003866076934, 16780.08041144376, 6438.46469384011, 25121.237352041884, 5882.152126091973, 39823.76781985376, 46844.76367768809, 37353.16244997531, 48292.687331758425, 23439.20152654666, 26608.298910653462, -8302.935457579548, -1671.3963951344963, -0.076, 0.98, 0.274, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7068831176156688E9, 0.0, 2024-02-02 15:11:57.615
12.0, 62657.19236817269, 64981.39381186889, -31559.47852843744, -3375.649854618294, 16778.69460328753, 6436.363629861311, 25122.82432589821, 5882.018015625241, 39825.71242162138, 46847.579997489454, 37352.96128427521, 48295.23543062633, 23436.362855000836, 26604.16383792923, -8304.634190158153, -1668.6471305664934, -0.076, 0.98, 0.274, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.70688311762493E9, 0.0, 2024-02-02 15:11:57.624
14.0, 62672.033926491014, 65010.98752152771, -31560.05967379328, -3375.560447640473, 16776.41472535309, 6436.430685094677, 25121.572628208713, 5883.02384412573, 39839.07876480565, 46852.31856731398, 37351.97780751918, 48296.598887038104, 23428.003302574554, 26605.616701318828, -8311.65263791712, -1678.1242702155437, -0.076, 0.98, 0.274, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.706883117631647E9, 0.0, 2024-02-02 15:11:57.631
16.0, 62685.757897586576, 65039.44129221932, -31560.10437728219, -3370.441898160207, 16771.564396806287, 6433.9272897156825, 25107.982767579888, 5876.854762656065, 39865.29736105172, 46856.051308638016, 37357.52104014409, 48303.237355141326, 23426.103404295853, 26613.193942689177, -8312.837280373249, -1676.3808341480296, -0.076, 0.98, 0.274, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7068831176396887E9, 0.0, 2024-02-02 15:11:57.639
18.0, 62695.816182591465, 65066.39749603242, -31557.980961558937, -3369.614883615361, 16776.41472535309, 6433.904937971228, 25120.25387528585, 5881.302759802671, 39907.072771438696, 46873.93270420226, 37357.878668055375, 48308.13238717704, 23435.468785222627, 26602.26393965053, -8317.17351879758, -1679.3536161605855, -0.088, 0.976, 0.28, 192.0, 126.5, 32.0, 15.0, 64.0, 4.0, 96.0, 0.0, 0.0, 0.0, 1.7068831176476853E9, 0.0, 2024-02-02 15:11:57.647
20.0, 62716.06686306797, 65095.63357777996, -31555.209345246476, -3369.4360696597187, 16781.75679227791, 6425.210109378113, 25121.371462508618, 5883.649692970478, 39947.06004226924, 46866.75779423211, 37353.408319164315, 48303.9526109639, 23432.428947976703, 26615.764393301535, -8315.340675752244, -1681.924066772946, -0.088, 0.976, 0.28, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7068831176572492E9, 0.0, 2024-02-02 15:11:57.657
22.0, 62719.307866013994, 65112.2185721658, -31560.931391827035, -3380.321369209453, 16774.715992774487, 6439.403467107233, 25116.45407872845, 5884.677873215423, 40031.415525843564, 46878.22423913768, 37352.648359852836, 48307.73005577685, 23433.16655554373, 26619.36302415884, -8322.962620611504, -1690.7753575772474, -0.088, 0.976, 0.28, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7068831176637297E9, 0.0, 2024-02-02 15:11:57.663
24.0, 62734.976438877165, 65136.559621877626, -31565.91583084057, -3377.236828474621, 16781.645033555633, 6439.403467107233, 25136.570648738223, 5902.492213546302, 40124.66700371111, 46879.94532346074, 37347.887438283855, 48304.84668074211, 23427.39980547426, 26604.275596651507, -8334.205548072523, -1703.5829071501385, -0.088, 0.976, 0.28, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7068831176717148E9, 0.0, 2024-02-02 15:11:57.671
26.0, 62744.65474422631, 65155.223328497814, -31571.503766954396, -3381.997750043601, 16779.87924574366, 6437.905900228728, 25129.01575911233, 5909.331847349626, 40257.48106926454, 46883.78982350705, 37357.36457793291, 48310.5016720893, 23431.02078807602, 26622.581675360405, -8335.256080061923, -1715.138759033532, -0.088, 0.976, 0.28, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7068831176797352E9, 0.0, 2024-02-02 15:11:57.679
28.0, 62740.65378196881, 65156.966764565324, -31589.787493918837, -3390.558468169984, 16769.84331248323, 6427.735856501563, 25125.908866633043, 5908.817757227154, 40378.15813757874, 46891.52352708859, 37351.15079297433, 48310.7028377894, 23426.77395662951, 26600.587558816384, -8340.687553964563, -1723.0959800596215, -0.08600000000000001, 0.984, 0.28, 192.0, 126.5, 40.0, 15.0, 96.0, 4.0, 96.0, 0.0, 0.0, 0.0, 1.7068831176880107E9, 0.0, 2024-02-02 15:11:57.688
30.0, 62753.55073851952, 65173.35059325107, -31590.72626718596, -3391.0055030590897, 16773.151370662614, 6432.474426326087, 25129.887477146087, 5918.6078212985785, 40481.69141789573, 46878.24659088214, 37345.49580162714, 48300.286924873224, 23421.767165871523, 26587.26591912102, -8348.734181968473, -1742.2961285467302, -0.08600000000000001, 0.984, 0.28, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7068831176958048E9, 0.0, 2024-02-02 15:11:57.695
32.0, 62759.60806126691, 65182.626567200015, -31598.2588050674, -3389.999674558601, 16778.538141076344, 6425.858309967317, 25129.686311445992, 5921.580603311134, 40592.95840179425, 46895.569192835, 37359.286827956064, 48312.401570368005, 23432.719520654624, 26614.758564801046, -8336.060742862313, -1730.6508696855153, -0.08600000000000001, 0.984, 0.28, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7068831177037723E9, 0.0, 2024-02-02 15:11:57.703
34.0, 62757.59640426593, 65179.05028808717, -31615.06731689779, -3404.3047910099976, 16767.004640937404, 6413.877774939272, 25132.145003336074, 5916.953792208886, 40639.293568050096, 46884.97446596318, 37342.791240548046, 48296.71064576038, 23420.582523415393, 26585.45542782014, -8352.913958181614, -1744.2630820587972, -0.08600000000000001, 0.984, 0.28, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7068831177130008E9, 0.0, 2024-02-02 15:11:57.713
36.0, 62766.80532298152, 65185.353480023565, -31607.713592971995, -3394.224154260654, 16778.60519630971, 6422.326734343378, 25136.660055716045, 5925.089827190617, 40700.872624024465, 46891.12119568839, 37356.93989478826, 48304.04201794172, 23430.037311319986, 26597.50301808155, -8340.59814698674, -1732.3943057530291, -0.08600000000000001, 0.984, 0.28, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7068831177198255E9, 0.0, 2024-02-02 15:11:57.719
38.0, 62770.1133811609, 65190.36027078155, -31616.810752965303, -3403.0083898315897, 16769.306870616303, 6423.757245988518, 25130.468622501925, 5922.340562622615, 40735.80840060811, 46901.58181209348, 37352.49189764165, 48302.09741617411, 23421.901276338253, 26606.39901237476, -8346.3201935673, -1732.014326097289, -0.088, 0.986, 0.276, 192.0, 126.5, 32.0, 15.0, 104.0, 4.0, 80.0, 0.0, 0.0, 0.0, 1.7068831177278192E9, 0.0, 2024-02-02 15:11:57.727
40.0, 62781.13279117737, 65205.0900703776, -31611.133409873655, -3395.162927527777, 16775.677117786065, 6434.284917626967, 25136.324779549217, 5932.376495883048, 40757.04255784066, 46898.698437058745, 37353.63183660887, 48304.10907317509, 23417.609741402834, 26600.565207071926, -8350.857597691727, -1732.5731197086716, -0.088, 0.986, 0.276, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7068831177358441E9, 0.0, 2024-02-02 15:11:57.735
42.0, 62787.90536974733, 65219.10461415108, -31614.93320643106, -3396.5040321950955, 16769.530388060855, 6427.981725690571, 25129.30633179025, 5927.995553969808, 40772.42055802591, 46908.28733543007, 37360.739691345654, 48311.88748024553, 23427.48921245208, 26605.013204218532, -8346.119027867202, -1728.0804190731549, -0.088, 0.986, 0.276, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7068831177442355E9, 0.0, 2024-02-02 15:11:57.744
44.0, 62808.67014034631, 65242.685704551426, -31605.433715037554, -3392.0560350484893, 16784.70722254601, 6437.078885683881, 25147.21007909895, 5939.529054108746, 40775.52745050519, 46910.38839940887, 37360.5161739011, 48308.26649764377, 23427.131584540795, 26607.65071006426, -8344.308536566323, -1732.6625266864928, -0.088, 0.986, 0.276, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7068831177518477E9, 0.0, 2024-02-02 15:11:57.751
