%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
0.0, 62002.55447656566, 65946.85506187142, -31909.797419285467, -2674.2744653552136, 16887.525247040423, 7025.555613703205, 26689.05576337049, 4743.308394349622, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7068830496951492E9, 0.0, 2024-02-02 15:10:49.695
152.0, 62001.66040678745, 65947.21268978271, -31915.675928077213, -2679.2812561132023, 16883.27841559391, 7024.147453802521, 26680.38328652183, 4738.435714058365, 38564.6046477085, 47324.990907310355, 37247.70691963517, 46842.86377940939, 23436.787538145487, 26399.108934296244, -7022.828700879658, -677.1908017624381, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7068830496951795E9, 0.0, 2024-02-02 15:10:49.695
0.0, 31124.804154015084, 32442.819469311176, -13271.86236046104, 272.91479979929926, 8310.959733839003, 3387.228058246143, 12936.072103508963, 3017.7984258888278, 19276.52439791255, 23650.134938971394, 18620.59010512711, 23416.58156115789, 11714.906896937717, 13193.65360661192, -3514.677705130304, -344.0380506560863, -0.11, 0.976, 0.28200000000000003, 192.0, 126.0, 72.0, 15.0, 64.0, 4.0, 104.0, 0.0, 0.0, 0.0, 1.7068830498042243E9, 0.0, 2024-02-02 15:10:49.804
2.0, 62261.61119480267, 64909.55530518953, -26549.379712269274, 542.3874309524812, 16622.47826128939, 6770.611616445973, 25878.805026865608, 6035.775665733298, 40408.802379226974, 47217.903699624985, 37255.73119589462, 47399.0869401797, 23440.54263121398, 26500.228226212053, -7703.864002688409, -488.2738576261828, -0.11, 0.976, 0.28200000000000003, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7068830498098667E9, 0.0, 2024-02-02 15:10:49.809
4.0, 62275.80455253179, 64940.82539568251, -26556.10758735032, 544.1755705089057, 16624.556973523733, 6768.1529245558895, 25880.727276888763, 6036.222700622404, 40564.19170668026, 47222.016420604756, 37263.53195470953, 47404.965448971445, 23441.749625414566, 26502.39634542422, -7704.132223621872, -489.43614833785875, -0.11, 0.976, 0.28200000000000003, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.706883049817885E9, 0.0, 2024-02-02 15:10:49.817
6.0, 62285.21463694747, 64962.50658780416, -26565.54002351046, 540.8898640739756, 16623.685255489978, 6765.805991388082, 25877.240404753735, 6033.182863376483, 40681.80658600409, 47227.98433637433, 37267.59997220039, 47404.272544893334, 23440.564982958436, 26496.786057565936, -7707.19441261225, -490.73254951626654, -0.11, 0.976, 0.28200000000000003, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7068830498259053E9, 0.0, 2024-02-02 15:10:49.825
8.0, 62291.22725620595, 64981.86319850245, -26576.246509104552, 539.9063873179421, 16619.103147876638, 6762.900264608892, 25877.79919836512, 6033.696953498955, 40778.70139821785, 47228.99016487481, 37272.29383853601, 47406.10538793867, 23441.727273670112, 26500.250577956507, -7706.300342834037, -490.2631628827051, -0.108, 0.974, 0.278, 192.0, 126.0, 80.0, 15.0, 56.0, 4.0, 88.0, 0.0, 0.0, 0.0, 1.7068830498339007E9, 0.0, 2024-02-02 15:10:49.833
10.0, 62300.61498887718, 65001.91271327886, -26588.137637154778, 530.2504337132494, 16613.917543163006, 6753.847808104492, 25875.586375664043, 6027.796092962753, 40838.76053556926, 47229.638365464016, 37259.91097210777, 47392.9849139434, 23426.036349062488, 26492.15924646369, -7720.784273241076, -504.0541892116296, -0.108, 0.974, 0.278, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7068830498421366E9, 0.0, 2024-02-02 15:10:49.842
12.0, 62318.83166060826, 65020.799937343596, -26583.77904698599, 534.0278785261963, 16627.060368902727, 6763.548465198096, 25894.808875895607, 6040.827159980197, 40902.977097389354, 47233.81814167716, 37272.539707725016, 47394.415425588544, 23433.613590432837, 26499.11063898929, -7704.6910172332555, -492.4759855837805, -0.108, 0.974, 0.278, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7068830498499465E9, 0.0, 2024-02-02 15:10:49.849
14.0, 62337.875346884175, 65045.34215275552, -26576.112398637822, 541.6051198965455, 16634.10116840615, 6771.1480583129005, 25903.190780066347, 6047.711497272432, 40950.67572005698, 47240.52366501375, 37277.03240836053, 47392.42612033202, 23440.520279469525, 26502.955139035603, -7703.372264310392, -488.07269192608504, -0.108, 0.974, 0.278, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7068830498591354E9, 0.0, 2024-02-02 15:10:49.859
16.0, 62354.52739650338, 65067.11275185499, -26579.26399460602, 543.2144454973276, 16632.737711994378, 6772.757383913682, 25902.40846901041, 6046.929186216496, 41005.25868001684, 47258.516819300276, 37289.303516066495, 47404.11608268214, 23446.443491750182, 26513.86279032979, -7697.04672062954, -476.5615435316019, -0.108, 0.974, 0.278, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.70688304986595E9, 0.0, 2024-02-02 15:10:49.865
18.0, 62364.54097801936, 65083.47422879627, -26581.36505858482, 540.0404977846739, 16627.596810769657, 6767.996462344702, 25893.80304739512, 6040.558939046734, 41038.29455832178, 47254.0017669203, 37293.349181812904, 47408.83230076222, 23446.711712683646, 26512.029947284456, -7700.444185786747, -476.00274992021923, -0.114, 0.984, 0.274, 192.0, 126.0, 56.0, 15.0, 96.0, 4.0, 72.0, 0.0, 0.0, 0.0, 1.7068830498741088E9, 0.0, 2024-02-02 15:10:49.874
20.0, 62354.54974824784, 65079.62972874996, -26586.952994698644, 533.4690849148137, 16622.120633378105, 6761.067421563557, 25885.287032757646, 6034.09928489915, 41047.279959592815, 47260.14849664551, 37284.36378054188, 47402.99849545938, 23441.25788703655, 26505.592644881326, -7710.994209169652, -482.55181104562416, -0.114, 0.984, 0.274, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7068830498820276E9, 0.0, 2024-02-02 15:10:49.882
22.0, 62355.712038959515, 65084.0106706632, -26588.584672043882, 529.4681226573138, 16628.58028752569, 6765.470715221252, 25906.61059696801, 6042.5258925588005, 41046.14002062559, 47254.180580875945, 37281.79332992951, 47397.09763492318, 23443.761282415544, 26505.994976281523, -7706.613267256412, -480.47309881128064, -0.114, 0.984, 0.274, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7068830498891985E9, 0.0, 2024-02-02 15:10:49.889
24.0, 62356.762570948915, 65093.6666242679, -26594.88786398028, 522.0026400092412, 16622.701778733943, 6762.073250064046, 25893.80304739512, 6036.647383767055, 41054.29840735178, 47245.865731938575, 37274.61841995936, 47390.28035286431, 23436.139337556284, 26503.938615791634, -7714.190508626761, -491.62661929447887, -0.114, 0.984, 0.274, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7068830498979747E9, 0.0, 2024-02-02 15:10:49.897
26.0, 62344.29029754285, 65085.30707184161, -26598.441791348672, 514.3806951499814, 16618.164374609518, 6755.1218575384455, 25887.522207203176, 6031.551186031245, 41066.45775633547, 47252.370089575066, 37273.858460647876, 47388.42515807452, 23437.838070134887, 26495.82493255436, -7719.152595895839, -495.7616920187107, -0.114, 0.984, 0.274, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7068830499060254E9, 0.0, 2024-02-02 15:10:49.906
28.0, 62318.47403269697, 65073.55005425812, -26596.92187272571, 514.6042125945345, 16616.756214708832, 6753.490180193207, 25884.705887401808, 6028.064313896217, 41053.292578851295, 47231.11358059807, 37265.253039032585, 47378.121003880624, 23430.35023574236, 26489.454685384597, -7727.333334366481, -505.19412817885024, -0.114, 0.986, 0.272, 192.0, 126.0, 56.0, 15.0, 104.0, 4.0, 64.0, 0.0, 0.0, 0.0, 1.7068830499140437E9, 0.0, 2024-02-02 15:10:49.914
30.0, 62323.36906473268, 65068.52091175567, -26591.02101218951, 523.6343173544785, 16620.645418244054, 6758.4075639733755, 25881.26371875569, 6029.6065842636335, 41042.22846534592, 47246.82685695015, 37270.68451293522, 47390.8838499646, 23435.982875345097, 26501.658737857193, -7719.286706362571, -496.61105830801233, -0.114, 0.986, 0.272, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7068830499212883E9, 0.0, 2024-02-02 15:10:49.921
32.0, 62273.010584474876, 65024.085643778526, -26586.573015042904, 532.5079599032355, 16630.30137184875, 6771.349224012998, 25894.540654962144, 6039.262537868326, 41025.531712237804, 47238.44495277941, 37274.216088559166, 47389.81096623075, 23438.30745676845, 26505.123258247764, -7710.189546369261, -489.03381693766323, -0.114, 0.986, 0.272, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7068830499300795E9, 0.0, 2024-02-02 15:10:49.930
34.0, 62247.46254056246, 64993.21788468574, -26592.585634301384, 528.4399424123695, 16627.39564506956, 6769.538732712118, 25892.59605319453, 6036.6250320226, 40980.33648494917, 47226.5985282181, 37263.88958262081, 47380.356178326154, 23439.805023646953, 26511.940540306634, -7701.785290454065, -476.4721365537807, -0.114, 0.986, 0.272, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.706883049938065E9, 0.0, 2024-02-02 15:10:49.938
